case_id,prefix,k,next_act
case-4408,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4408,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4408,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-4408,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4781,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-4781,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t06_determine_necessity_of_stop_advice
case-4781,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice,2,t10_determine_necessity_to_stop_indication
case-4781,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,3,t04_determine_confirmation_of_receipt
case-4781,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4687,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4687,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4687,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4687,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-4687,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4585,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-4585,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t06_determine_necessity_of_stop_advice
case-4585,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice,2,t10_determine_necessity_to_stop_indication
case-4585,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,3,t04_determine_confirmation_of_receipt
case-4585,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4517,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-4517,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t06_determine_necessity_of_stop_advice
case-4517,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice,2,t10_determine_necessity_to_stop_indication
case-4517,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,3,t04_determine_confirmation_of_receipt
case-4517,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4519,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-4519,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t06_determine_necessity_of_stop_advice
case-4519,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice,2,t10_determine_necessity_to_stop_indication
case-4519,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,3,t04_determine_confirmation_of_receipt
case-4519,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4680,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4680,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4680,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4680,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-4680,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4639,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-4639,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-4639,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-4639,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-4639,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-4563,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-4563,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-4563,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-4563,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-4563,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-4760,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-4760,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-4760,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t06_determine_necessity_of_stop_advice
case-4760,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice,3,t10_determine_necessity_to_stop_indication
case-4760,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,4,t05_print_and_send_confirmation_of_receipt
case-4763,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-4763,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-4763,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t06_determine_necessity_of_stop_advice
case-4763,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice,3,t10_determine_necessity_to_stop_indication
case-4763,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,4,t05_print_and_send_confirmation_of_receipt
case-4764,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-4764,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-4764,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-4764,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-4764,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-4765,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-4765,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-4765,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t06_determine_necessity_of_stop_advice
case-4765,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice,3,t10_determine_necessity_to_stop_indication
case-4765,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,4,t05_print_and_send_confirmation_of_receipt
case-4767,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-4767,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-4767,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t06_determine_necessity_of_stop_advice
case-4767,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice,3,t10_determine_necessity_to_stop_indication
case-4767,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,4,t05_print_and_send_confirmation_of_receipt
case-4771,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-4771,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-4771,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-4771,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-4771,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t07-3_draft_intern_advice_hold_for_aspect_3
case-4771,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3,5,t07-2_draft_intern_advice_aspect_2
case-4771,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3 t07-2_draft_intern_advice_aspect_2,6,t06_determine_necessity_of_stop_advice
case-4771,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3 t07-2_draft_intern_advice_aspect_2 t06_determine_necessity_of_stop_advice,7,t07-3_draft_intern_advice_hold_for_aspect_3
case-4771,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3 t07-2_draft_intern_advice_aspect_2 t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3,8,t07-2_draft_intern_advice_aspect_2
case-4771,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3 t07-2_draft_intern_advice_aspect_2 t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3 t07-2_draft_intern_advice_aspect_2,9,t06_determine_necessity_of_stop_advice
case-4771,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3 t07-2_draft_intern_advice_aspect_2 t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3 t07-2_draft_intern_advice_aspect_2 t06_determine_necessity_of_stop_advice,10,t07-3_draft_intern_advice_hold_for_aspect_3
case-4771,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3 t07-2_draft_intern_advice_aspect_2 t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3 t07-2_draft_intern_advice_aspect_2 t06_determine_necessity_of_stop_advice t07-3_draft_intern_advice_hold_for_aspect_3,11,t07-2_draft_intern_advice_aspect_2
